상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
11927910,흥부네대박닭강정난곡점,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162071500,난향동,1162010200,신림동,1162010200106670017,1,대지,667,17,서울특별시 관악구 신림동 667-17,116203120003,서울특별시 관악구 난곡로,87,,1162010200106680000009515,,서울특별시 관악구 난곡로 87,151015,08859,,1,,126.918787821105,37.4632057701891
11928045,또봉이통닭동산남부점,동산남부점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45140,익산시,4514057000,동산동,4514011100,동산동,4514011100106090031,1,대지,609,31,전라북도 익산시 동산동 609-31,451404608304,전라북도 익산시 평동로12길,21,,4514011100106090031083264,,전라북도 익산시 평동로12길 21,570959,54676,,1,,126.958748004124,35.9271437349077
11928103,원조옛날통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44150,공주시,4415051000,중학동,4415010400,중동,4415010400100010003,1,대지,1,3,충청남도 공주시 중동 1-3,441503251013,충청남도 공주시 무령로,274,,4415010400100010003753599,,충청남도 공주시 무령로 274,314050,32562,,1,,127.13010082465,36.4556887869483
11928271,해피오네치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41465,용인시 수지구,4146556000,동천동,4146510300,동천동,4146510300108830007,1,대지,883,7,경기도 용인시 수지구 동천동 883-7,414654415048,경기도 용인시 수지구 문인로54번길,7,,4146510300108830007027115,,경기도 용인시 수지구 문인로54번길 7,448504,16828,,1,,127.096606428907,37.3337548197113
11928279,옛날통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41287,고양시 일산서구,4128751000,일산1동,4128710100,일산동,4128710100109660074,1,대지,966,74,경기도 고양시 일산서구 일산동 966-74,412873194019,경기도 고양시 일산서구 원일로,23,,4128710100109660074003593,,경기도 고양시 일산서구 원일로 23,411310,10348,,1,,126.765010126455,37.6873508803679
11928346,깐부치킨,죽전새터내대지점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41465,용인시 수지구,4146554000,죽전1동,4146510200,죽전동,4146510200111880001,1,대지,1188,1,경기도 용인시 수지구 죽전동 1188-1,414653205022,경기도 용인시 수지구 현암로,153,,4146510200111880001027753,건영타운,경기도 용인시 수지구 현암로 153,448160,16876,,,,127.126407658862,37.3319421591449
11928400,치킨조이,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29200,광산구,2920070000,신창동,2920011800,신창동,2920011800112220006,1,대지,1222,6,광주광역시 광산구 신창동 1222-6,292004289396,광주광역시 광산구 신창로72번길,10,15,2920011800112220006045682,,광주광역시 광산구 신창로72번길 10-15,506841,62252,,1,,126.838083458264,35.1913314770652
11928583,호식이두마리치킨개포1호점,개포1호점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11680,강남구,1168069000,개포4동,1168010300,개포동,1168010300111770000,1,대지,1177,,서울특별시 강남구 개포동 1177,116804166204,서울특별시 강남구 논현로8길,50,,1168010300101770000020970,,서울특별시 강남구 논현로8길 50,135240,06314,,1,,127.052776969964,37.4746188698975
11928677,쌀민족쌀통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41465,용인시 수지구,4146558000,상현2동,4146510700,상현동,4146510700100660009,1,대지,66,9,경기도 용인시 수지구 상현동 66-9,414653205005,경기도 용인시 수지구 만현로,88,,4146510700100660009027439,상현종합상가,경기도 용인시 수지구 만현로 88,448130,16930,,1,,127.085113399254,37.3090578604047
11928764,치킨하우스,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41133,성남시 중원구,4113357000,상대원1동,4113310500,상대원동,4113310500100710001,1,대지,71,1,경기도 성남시 중원구 상대원동 71-1,411333179014,경기도 성남시 중원구 순환로,234,,4113310500100710001059804,,경기도 성남시 중원구 순환로 234,462120,13205,,1,,127.179412355416,37.4447225427694
11928772,그집마늘치킨,장천점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47190,구미시,4719036000,장천면,4719036021,장천면,4719036021107070008,1,대지,707,8,경상북도 구미시 장천면 상장리 707-8,471903305003,경상북도 구미시 장천면 강동로,163,,4719036021107070008073516,,경상북도 구미시 장천면 강동로 163,730843,39454,,,,128.49549782398,36.1242725804201
11929020,호식이두마리치킨,송림점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,28,인천광역시,28140,동구,2814058000,송림1동,2814010700,송림동,2814010700102270007,1,대지,227,7,인천광역시 동구 송림동 227-7,281403150037,인천광역시 동구 송림로,59,,2814010700102270007032241,,인천광역시 동구 송림로 59,401070,22542,,,,126.641338632853,37.4749560193084
11929050,수동착한통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41360,남양주시,4136034000,수동면,4136034021,수동면,4136034021100900004,1,대지,90,4,경기도 남양주시 수동면 운수리 90-4,413603197032,경기도 남양주시 수동면 비룡로,750,,4136034021100890002000001,,경기도 남양주시 수동면 비룡로 750,472852,12031,,1,,127.32639474784,37.705328407085
11929066,BHC치킨,산호야구장점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48125,창원시 마산합포구,4812565000,산호동,4812511800,산호동,4812511800100260057,1,대지,26,57,경상남도 창원시 마산합포구 산호동 26-57,481254787330,경상남도 창원시 마산합포구 산호북15길,35,,4812511800100260057020643,,경상남도 창원시 마산합포구 산호북15길 35,631852,51328,,1,,128.583095740912,35.2191910321841
11929081,훌리네다리치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41250,동두천시,4125056500,불현동,4125010200,지행동,4125010200102860000,1,대지,286,,경기도 동두천시 지행동 286,412503189026,경기도 동두천시 지행로,104,,4125010200102860000008995,,경기도 동두천시 지행로 104,483020,11363,,1,,127.05892159358,37.8923492308577
11929447,치킨스토리,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26470,연제구,2647067000,연산3동,2647010200,연산동,2647010200118110244,1,대지,1811,244,부산광역시 연제구 연산동 1811-244,264704211128,부산광역시 연제구 금련로12번길,17,,2647010200118110244003480,,부산광역시 연제구 금련로12번길 17,611080,47614,,,,129.095243237613,35.1728524844134
11929512,닭킬러숯불바베큐,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,28,인천광역시,28177,미추홀구,2817757000,용현5동,2817710200,용현동,2817710200106270364,1,대지,627,364,인천광역시 미추홀구 용현동 627-364,281774253116,인천광역시 미추홀구 낙섬서로18번길,5,,2817010200106270364000001,,인천광역시 미추홀구 낙섬서로18번길 5,402834,22190,5,1,,126.634783602233,37.4512194784295
11929749,BBQ치킨,대전전민점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,30,대전광역시,30200,유성구,3020057000,전민동,3020014100,전민동,3020014100103270023,1,대지,327,23,대전광역시 유성구 전민동 327-23,302004301384,대전광역시 유성구 전민로10번길,58,,3020014100103270023002680,,대전광역시 유성구 전민로10번길 58,305810,34052,,2,,127.40413006205,36.3989350130297
11929942,둘둘치킨상계점,상계점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11350,노원구,1135062400,중계4동,1135010600,중계동,1135010600101420045,1,대지,142,45,서울특별시 노원구 중계동 142-45,113504130392,서울특별시 노원구 한글비석로20길,25,,1135010600101420045009854,,서울특별시 노원구 한글비석로20길 25,139220,01662,,1,,127.073826035809,37.6603925969997
11930077,노량통닭신천점,신천점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11710,송파구,1171065000,잠실본동,1171010100,잠실동,1171010100101920012,1,대지,192,12,서울특별시 송파구 잠실동 192-12,117104169204,서울특별시 송파구 백제고분로7길,20,,1171010100101920012000564,,서울특별시 송파구 백제고분로7길 20,138220,05561,,1,,127.080997635039,37.5104966627785
11930113,BBQ치킨봉천1점,봉천1점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162057500,행운동,1162010100,봉천동,1162010100100360010,1,대지,36,10,서울특별시 관악구 봉천동 36-10,116204160016,서울특별시 관악구 관악로28길,11,,1162010100100360010031478,,서울특별시 관악구 관악로28길 11,151050,08735,,1,,126.956777794322,37.4853527633028
11930382,맥칸백암치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45140,익산시,4514040000,금마면,4514040021,금마면,4514040021108610001,1,대지,861,1,전라북도 익산시 금마면 동고도리 861-1,451404607150,전라북도 익산시 금마면 금마길,48,,4514040021108610001048934,이리상회,전라북도 익산시 금마면 금마길 48,570912,54572,,1,,127.052199890453,35.9908636476035
11930429,BHC치킨동부점,동부점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48310,거제시,4831032000,동부면,4831032022,동부면,4831032022103960000,1,대지,396,,경상남도 거제시 동부면 산양리 396,483103337003,경상남도 거제시 동부면 거제남서로,3084,,4831032022103960000000001,,경상남도 거제시 동부면 거제남서로 3084,656853,53331,,1,,128.607469899259,34.8235340183046
11930722,교촌치킨모현점,모현점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45140,익산시,4514061000,모현동,4514011400,모현동1가,4514011400108570000,1,대지,857,,전라북도 익산시 모현동1가 857,451403269014,전라북도 익산시 배산로,165,5,4514011400108570000000001,근린생활시설,전라북도 익산시 배산로 165-5,570091,54654,,1,,126.941081276468,35.9523151330823
11930958,내가찜한닭예술대점,예술대점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41273,안산시 단원구,4127353200,중앙동,4127310100,고잔동,4127310100106390000,1,대지,639,,경기도 안산시 단원구 고잔동 639,412734373262,경기도 안산시 단원구 예술대학로5길,3,,4127310100106390000027552,,경기도 안산시 단원구 예술대학로5길 3,425805,15262,,1,,126.838589866167,37.3312690720275
11931004,KFC창원대동백화점점,창원대동백화점점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48123,창원시 성산구,4812353000,상남동,4812312700,상남동,4812312700100440001,1,대지,44,1,경상남도 창원시 성산구 상남동 44-1,481233328009,경상남도 창원시 성산구 동산로,115,,4812312700100440001022226,대동아파트,경상남도 창원시 성산구 동산로 115,642777,51498,,1,,128.687645103894,35.2190660291484
11931139,치킨678거제대명점,거제대명점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48310,거제시,4831031000,일운면,4831031025,일운면,4831031025101030000,1,대지,103,,경상남도 거제시 일운면 소동리 103,483104811337,경상남도 거제시 일운면 소동6길,15,,4831031025101000002000001,캔들하우스,경상남도 거제시 일운면 소동6길 15,656892,53326,,1,,128.700756252427,34.8436310945705
11931826,고수쌀치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45130,군산시,4513033000,임피면,4513033026,임피면,4513033026107910003,1,대지,791,3,전라북도 군산시 임피면 월하리 791-3,451304605116,전라북도 군산시 임피면 호원대3길,62,,4513033026107910003001024,해피하우스,전라북도 군산시 임피면 호원대3길 62,573932,54058,,1,,126.866606578903,35.962954874984
11931837,쭈노치킨호원대점,호원대점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45130,군산시,4513033000,임피면,4513033026,임피면,4513033026108970004,1,대지,897,4,전라북도 군산시 임피면 월하리 897-4,451304605116,전라북도 군산시 임피면 호원대3길,47,,4513033026108970004005653,술이있는곳주유소,전라북도 군산시 임피면 호원대3길 47,573932,54058,,1,,126.867410572883,35.9617727917398
11931972,예형님,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26380,사하구,2638059000,장림2동,2638010500,장림동,2638010500105720003,1,대지,572,3,부산광역시 사하구 장림동 572-3,263803134024,부산광역시 사하구 장평로,79,,2638010500105720003000001,,부산광역시 사하구 장평로 79,604040,49484,,1,,128.972807668347,35.0732557363092
11932199,BBQ치킨,군산CC점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45130,군산시,4513040000,옥서면,4513040021,옥서면,4513040021117270001,1,대지,1727,1,전라북도 군산시 옥서면 옥봉리 1727-1,451303268015,전라북도 군산시 옥서면 남군산로,1911,7,4513040021017270001208101,,전라북도 군산시 옥서면 남군산로 1911-7,573952,54170,,,,126.637990092452,35.895868198355
11932212,BBQ치킨,거제옥포점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48310,거제시,4831056000,옥포2동,4831010600,옥포동,4831010600108730005,1,대지,873,5,경상남도 거제시 옥포동 873-5,483104811323,경상남도 거제시 성산로1길,2,,4831010600108730005042445,,경상남도 거제시 성산로1길 2,656130,53220,,1,,128.695848351569,34.897053004934
11932215,오븐에빠진닭성수점,성수점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11200,성동구,1120069000,성수2가3동,1120011500,성수동2가,1120011500102890015,1,대지,289,15,서울특별시 성동구 성수동2가 289-15,112004109397,서울특별시 성동구 아차산로7길,8,,1120011500102890015004249,,서울특별시 성동구 아차산로7길 8,133120,04794,,2,,127.054467852317,37.5458518163005
11932223,파파이스진천점,진천점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43750,진천군,4375025000,진천읍,4375025026,진천읍,4375025026105690000,1,대지,569,,충청북도 진천군 진천읍 벽암리 569,437504535372,충청북도 진천군 진천읍 중앙북1길,3,,4375025026105690000023656,진천터미널,충청북도 진천군 진천읍 중앙북1길 3,365806,27831,,1,,127.438389086327,36.8596370830689
11932232,BBQ치킨신림5점,신림5점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162068500,신사동,1162010200,신림동,1162010200105250030,1,대지,525,30,서울특별시 관악구 신림동 525-30,116204160026,서울특별시 관악구 관천로11길,152,,1162010200105250030015473,,서울특별시 관악구 관천로11길 152,151875,08761,,1,,126.916501848878,37.4829628940701
11932236,BBQ치킨,진주일반성점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48170,진주시,4817036000,일반성면,4817036021,일반성면,4817036021106450005,1,대지,645,5,경상남도 진주시 일반성면 창촌리 645-5,481703332019,경상남도 진주시 일반성면 동부로,1992,1,4817036021106450005039353,통큰웰빙ZONE,경상남도 진주시 일반성면 동부로 1992-1,660863,52616,1,,,128.279794066934,35.1695390756292
11932239,BBQ치킨,충북송계계곡점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43150,제천시,4315035000,한수면,4315035030,한수면,4315035030107160000,1,대지,716,,충청북도 제천시 한수면 송계리 716,431503014004,충청북도 제천시 한수면 미륵송계로,1597,,4315035030107280003010641,,충청북도 제천시 한수면 미륵송계로 1597,390862,27226,,,,128.078547565667,36.8826473521309
11932279,굽네치킨구미봉곡점,구미봉곡점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47190,구미시,4719056500,선주원남동,4719010400,봉곡동,4719010400102730002,1,대지,273,2,경상북도 구미시 봉곡동 273-2,471904724315,경상북도 구미시 봉곡남로9길,7,,4719010400102730002024455,,경상북도 구미시 봉곡남로9길 7,730808,39208,,1,,128.309385039718,36.1502601670136
11932285,굽네치킨,이태원점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11170,용산구,1117065000,이태원1동,1117013000,이태원동,1117013000101370026,1,대지,137,26,서울특별시 용산구 이태원동 137-26,111704106221,서울특별시 용산구 우사단로12길,18,,1117013000101370026009548,,서울특별시 용산구 우사단로12길 18,140200,04405,,,,126.996647059931,37.5335439085673
11932312,맘스터치순천역점,순천역점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46150,순천시,4615056000,조곡동,4615011100,조곡동,4615011100101590004,1,대지,159,4,전라남도 순천시 조곡동 159-4,461503283029,전라남도 순천시 팔마로,124,1,4615011100101590004014320,,전라남도 순천시 팔마로 124-1,540963,57962,,1,,127.501732428859,34.9449989556735
11932323,맘스터치울산삼호초등학교점,울산삼호초등학교점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,31,울산광역시,31140,남구,3114058500,삼호동,3114010100,무거동,3114010100102960001,1,대지,296,1,울산광역시 남구 무거동 296-1,311404310033,울산광역시 남구 굴화4길,27,,3114010100102960001034137,,울산광역시 남구 굴화4길 27,680806,44629,,1,,129.26416568523,35.552420406754
11932424,또봉이통닭일동식물원점,일동식물원점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41271,안산시 상록구,4127151000,일동,4127110100,일동,4127110100105750001,1,대지,575,1,경기도 안산시 상록구 일동 575-1,412713190095,경기도 안산시 상록구 호동로,66,,4127110100105750001018988,,경기도 안산시 상록구 호동로 66,426859,15322,,1,,126.864438473076,37.315733272329
11932474,멕시칸양념통닭전포점,전포점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26230,부산진구,2623061000,전포2동,2623010200,전포동,2623010200101910323,1,대지,191,323,부산광역시 부산진구 전포동 191-323,262304187730,부산광역시 부산진구 진남로356번길,105,,2623010200101910323031241,,부산광역시 부산진구 진남로356번길 105,614040,47232,,1,,129.071101593714,35.160187504903
11932757,호식이두마리치킨구좌세화점,구좌세화점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,50,제주특별자치도,50110,제주시,5011025600,구좌읍,5011025628,구좌읍,5011025628115350003,1,대지,1535,3,제주특별자치도 제주시 구좌읍 세화리 1535-3,501103349023,제주특별자치도 제주시 구좌읍 구좌로,22,,5011025628015350003054926,,제주특별자치도 제주시 구좌읍 구좌로 22,695973,63361,,1,,126.853999115386,33.5234148385505
11933102,페리카나백석점,백석점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44133,천안시 서북구,4413356000,백석동,4413310300,백석동,4413310300108500000,1,대지,850,,충청남도 천안시 서북구 백석동 850,441334550207,충청남도 천안시 서북구 백석5길,23,1,4413310300108500000049286,금화루,충청남도 천안시 서북구 백석5길 23-1,331980,31159,,1,,127.126144370365,36.8226695679835
11933116,처갓집양념치킨대연1호점,대연1호점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26290,남구,2629055000,대연5동,2629010600,대연동,2629010600102900011,1,대지,290,11,부산광역시 남구 대연동 290-11,262903129046,부산광역시 남구 진남로,18,,2629010600102900011000842,,부산광역시 남구 진남로 18,608020,48444,,1,,129.091706329638,35.1365494055119
11933187,항아리스모프치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44131,천안시 동남구,4413159000,신안동,4413111900,안서동,4413111900103150006,1,대지,315,6,충청남도 천안시 동남구 안서동 315-6,441314547665,충청남도 천안시 동남구 중암1길,4,,4413111900103150006002304,성경홈타운,충청남도 천안시 동남구 중암1길 4,330997,31066,,1,,127.174766370367,36.8313437145836
11933316,네네치킨화명2점,화명2점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26320,북구,2632054300,화명3동,2632010200,화명동,2632010200123220000,1,대지,2322,,부산광역시 북구 화명동 2322,263204196379,부산광역시 북구 학사로17번길,31,,2632010200123220000004102,수정강변타운아파트,부산광역시 북구 학사로17번길 31,616790,46542,,1,,129.006030979904,35.221336934249
11933406,멕시칸치킨유진회관점,유진회관점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46710,담양군,4671025000,담양읍,4671025032,담양읍,4671025032103090003,1,대지,309,3,전라남도 담양군 담양읍 오계리 309-3,467103286006,전라남도 담양군 담양읍 무정로,220,,4671025032103090003002726,,전라남도 담양군 담양읍 무정로 220,517803,57362,,1,,126.997189899151,35.2973862866696
11933620,땡초화끈이,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45210,김제시,4521051000,요촌동,4521010100,요촌동,4521010100105990003,1,대지,599,3,전라북도 김제시 요촌동 599-3,452104616697,전라북도 김제시 요촌길,105,,4521010100105990003055316,,전라북도 김제시 요촌길 105,576807,54379,,1,,126.892650873322,35.8052213120509
11933705,멕시카나치킨호남본부,호남본부,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45210,김제시,4521042000,금구면,4521042021,금구면,4521042021107000000,1,대지,700,,전라북도 김제시 금구면 금구리 700,452103272006,전라북도 김제시 금구면 금백로,2,8,4521042021107000000000001,,전라북도 김제시 금구면 금백로 2-8,576941,54349,,1,,127.005542164352,35.7792410857359
11933840,김성주의성마늘치킨송현점,송현점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47170,안동시,4717066000,송하동,4717013600,송현동,4717013600103070010,1,대지,307,10,경상북도 안동시 송현동 307-10,471704721698,경상북도 안동시 송하2길,68,7,4717013600103070010024290,,경상북도 안동시 송하2길 68-7,760300,36641,,1,,128.695780368516,36.5706458249682
11933856,용천통닭담양점,담양점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46710,담양군,4671025000,담양읍,4671025023,담양읍,4671025023101250005,1,대지,125,5,전라남도 담양군 담양읍 지침리 125-5,467104658139,전라남도 담양군 담양읍 미리산길,64,,4671025023101250005000001,A동,전라남도 담양군 담양읍 미리산길 64,517804,57346,,1,,126.986428025284,35.3139810318644
11934010,멕시카나치킨현진점,현진점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47170,안동시,4717069000,강남동,4717014000,정하동,4717014000102400002,1,대지,240,2,경상북도 안동시 정하동 240-2,471704721050,경상북도 안동시 강남5길,92,,4717014000102400002015876,현진에버빌1차아파트,경상북도 안동시 강남5길 92,760703,36749,,1,,128.731701978811,36.5506311672864
11934031,두존두마리치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47850,칠곡군,4785025300,북삼읍,4785025325,북삼읍,4785025325110340005,1,대지,1034,5,경상북도 칠곡군 북삼읍 인평리 1034-5,478504724100,경상북도 칠곡군 북삼읍 금오대로10길,28,,4785025325110340005030397,대성그린원룸14차,경상북도 칠곡군 북삼읍 금오대로10길 28,718844,39813,,1,,128.350508046496,36.0688319591085
11934060,꼬닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47170,안동시,4717060000,태화동,4717012200,태화동,4717012200102270027,1,대지,227,27,경상북도 안동시 태화동 227-27,471703307039,경상북도 안동시 태화중앙로,80,,4717012200102270027025150,,경상북도 안동시 태화중앙로 80,760904,36676,,1,,128.71306294982,36.559521894764
11934066,햇살다이어트하가점,하가점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45113,전주시 덕진구,4511357000,덕진동,4511310600,덕진동2가,4511310600106930002,1,대지,693,2,전라북도 전주시 덕진구 덕진동2가 693-2,451133267001,전라북도 전주시 덕진구 가련산로,11,,4511310600106930002000001,,전라북도 전주시 덕진구 가련산로 11,561852,54891,,1,,127.110073233613,35.8410968892396
11934102,페리카나치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,42,강원도,42820,고성군,4282032000,죽왕면,4282032021,죽왕면,4282032021101760001,1,대지,176,1,강원도 고성군 죽왕면 오호리 176-1,428202000023,강원도 고성군 죽왕면 동해대로,5902,,4282032021101760001009698,"페리카나,비비큐썬구이송지호점",강원도 고성군 죽왕면 동해대로 5902,219822,24747,,1,,128.524560313039,38.3291000283899
11934283,BBQ치킨,울산전하점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,31,울산광역시,31170,동구,3117056000,전하2동,3117010400,전하동,3117010400106340005,1,대지,634,5,울산광역시 동구 전하동 634-5,311704313226,울산광역시 동구 진성3길,46,,3117010400106340005007670,,울산광역시 동구 진성3길 46,682060,44043,,1,,129.427113186331,35.5103768939672
11934297,BBQ치킨김해관동점,김해관동점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48250,김해시,4825063000,장유3동,4825013000,관동동,4825013000104440004,1,대지,444,4,경상남도 김해시 관동동 444-4,482503335062,경상남도 김해시 팔판로,26,,4825031028104440004094449,중원프라자,경상남도 김해시 팔판로 26,621300,50997,,1,,128.79062392694,35.1771437664613
11934305,BBQ치킨,거제상동점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48310,거제시,4831059000,상문동,4831011000,상동동,4831011000109310018,1,대지,931,18,경상남도 거제시 상동동 931-18,483104811295,경상남도 거제시 상동5길,117,46,4831011000109310018000001,하임힐,경상남도 거제시 상동5길 117-46,656300,53295,,,,128.633802245521,34.8603420475808
11934306,BBQ치킨,파라다이스도고점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44200,아산시,4420040000,도고면,4420040036,도고면,4420040036101800001,1,대지,180,1,충청남도 아산시 도고면 기곡리 180-1,442003253013,충청남도 아산시 도고면 도고온천로,176,,4420040036101800001015115,,충청남도 아산시 도고면 도고온천로 176,336912,31547,,3,,126.887993803156,36.7655035668597
